Document,Page,Category,Confidence,Description,Quote,Entities,Has Relationship
104-10186-10099,6,CIA_ACTIVITIES,7,Detailed section on CIA operations and personnel in foreign countries,"Leading functionalities of the CIA in the country: its office. Plans and objectives, it pursues in Santo Domingo.",CIA,No
104-10186-10099,6,FOREIGN_GOVERNMENT_REACTIONS,6,Sections on Cuban-Soviet relations and political movements,"In regard to Cuban-Soviet relations, in questions which affect Cuba and world peace.",Cuba|Soviet,No
104-10186-10099,6,POLITICAL_INTELLIGENCE,8,Comprehensive intelligence gathering on political parties and groups,"Status of the Parties or Political Groups: composition, strength, penetration, factions, leaders, programs, etc.",CIA,No
104-10048-10124,1,CIA_FBI_ACTIVITIES,7,CIA internal dispatch discussing special activities and relationship with an asset (AMCARBON-2),This review indicates that the relationship with AMCARBON-2 evolved from that action which was taken in September 1962 to insure that a security breach would not occur,CIA,No
104-10048-10124,4,OPERATIONAL_INTELLIGENCE,6,Document discusses AMCARBON-1's operational intelligence activities from February 1963 to February 1964,"In the period February 1963 to February 1964, AMCARBON-1 has furnished JMWAVE with operational intelligence as outlined below:",CIA,No
104-10048-10124,4,CUBA_OPERATIONS,7,Detailed information about intelligence activities related to Cuba,This operational intelligence was most helpful in terms of keeping JMWAVE informed on AMEND-1's movements. Subsequent developments revealed that AMCARBON-1 could not contact AMEND-1,Cuba,No
104-10048-10124,5,CIA_FBI_ACTIVITIES,7,Document appears to be a CIA operational intelligence report about various communications and intelligence gathering activities,AMCARBON-1 advised JMWAVE about various operational intelligence matters in 1963,CIA,No
104-10048-10124,5,FOREIGN_GOVERNMENT_REACTIONS,6,Multiple references to Cuban operations and intelligence gathering,"information about KUBANK vessels located in South Florida waters, strategic missiles hidden in Cuban caves",,No
104-10048-10124,6,PROPAGANDA_OPERATIONS,7,Document discusses propaganda efforts through AMCARBON-1 defection story,"AMCARBON-1 has been used successfully, during the period covered by this report, as a propaganda outlet through which items of interest to KUBARK could be surfaced in the free world press.",CIA,No
104-10048-10124,6,FOREIGN_GOVERNMENT_REACTIONS,6,Mentions Cuban and Latin American information operations,"The details of this particular story were played up by UPI, API and others, and it was played throughout Latin America.",,No
104-10185-10244,1,CIA_FBI_ACTIVITIES,7,"Secret memorandum about establishing a covert site in Silver Spring, Maryland","COVERT SITE G 32 24, Semi-Hills Apartments, 8500 16th Street, Silver Spring, Maryland",,No
104-10185-10244,1,INTERNAL_GOVT_COMMUNICATIONS,6,Classified inter-agency communication about procurement of safehouse,"Reference is made to your memorandum dated 19 May 1964 to the Chief, Safehouse Procurement Branch, Office of Logistics",,No
104-10185-10244,1,DOCUMENT_TYPE,10,Secret classified document with synopsis from June 1964,SECRET,,No
104-10185-10244,1,SITE_DESCRIPTION,8,"Detailed location description of a building, appears to be an administrative or government site","The SUBJECT SITE building is located on a modern middle-class apartment development in east Washington, D.C.",,No
104-10185-10244,1,LOCATION_DETAILS,7,Precise geographical and infrastructural details about the site,"Located along a main thoroughfare, near Montgomery County, with transit bus service available",,No
104-10185-10244,1,SUBJECT_SITE_DETAILS,7,Secret document describing a subject site building location details,"SUBJECT SITE is located on the ground level of the SUBJECT SITE building. Two elevators are located at the rear, or 'lobby' and a stairway to all floors of SUBJECT SITE building is located at the extreme east end of the east wing.",,No
104-10185-10244,1,SECURITY_CONSIDERATIONS,6,Potential security hazards identified,SUBJECT SITE building is located on the ground floor... SUBJECT SITE: warns are ground level. Visual and technical penetration may be possible from the land area surrounding SUBJECT SITE building and parking lot,,No
124-10300-10012,1,DOCUMENT_METADATA,9,FBI document related to JFK Assassination Records Act release,2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,FBI,No
124-10300-10012,1,SUBJECT_INFORMATION,7,"Document involves Jorge Raul Roblejo, associated with political prisoners","SUBJECTS: MR. LORIE, JORGE RAUL ROBLEJO, RES, POLIT ACT, TRA, ASSOC, POLIT PRISONERS",,No
124-10300-10012,1,DOCUMENT_CLASSIFICATION,8,Highly restricted document with multiple classification levels,"CLASSIFICATION: Secret, 1B; IC4, CURRENT STATUS: Redact",,No
124-10300-10012,2,OSWALD_ASSOCIATIONS,7,Document references 'JORGE SERGIO OSWALDO' in connection with Cuban liberation committee,"RAUL ROBLEJO LORIE, IS - CUBA and SERGIO OSWALDO BETANCOURT COLLAZO, aka - PSI, IS - CUBA",Cuba,No
124-10300-10012,2,CIA_FBI_ACTIVITIES,8,CIA and FBI inter-agency communication about Cuban liberation group,COMITE PRO-LIBERACION DE LOS CIEN (CIPLIC - COMMITTEE FOR THE LIBERATION OF THE ONE HUNDRED) IS - CUBA,CIA|FBI|Cuba,No
124-10300-10012,2,FOREIGN_GOVERNMENT_REACTIONS,7,Cuban intelligence and diplomatic connections involving potential informants,"ROBLEJO has been in contact with REINALDO ABREU, Attache at the Cuban Embassy in Mexico City and connected with Cuban Intelligence",Mexico City,No
177-10002-10016,3,FOREIGN_GOVERNMENT_REACTIONS,7,Document discusses Cuban involvement with revolutionary youth groups in Ecuador,arrested some 48 members of the URJE (Union of Revolutionary Ecuadorean Youth). The leaders of the group admitted having received guerrilla training in Cuba,Cuba,No
177-10002-10016,3,CIA_FBI_ACTIVITIES,6,Internal communist party conflicts and funding of revolutionary groups,"the Communists managed to have a URJE convention, run by Young Communists, expel the leaders. They were accused... of having wasted $44,000 supplied by Cuba for guerrilla activities.",Cuba,No
177-10002-10016,3,FOREIGN_GOVERNMENT_REACTIONS,8,Detailed account of Cuban weapon smuggling operations,A highly placed Guatemalan Communist who defected last November has given us a specific account of procedures by which Cuba sent cash to Mexico to buy weapons which were then smuggled into Guatemala.,Cuba,No
177-10002-10016,4,FOREIGN_GOVERNMENT_REACTIONS,7,Document discusses Cuban involvement in funding Latin American political groups and guerrilla training,We also have considerable evidence of involved bank transfers by which Cuban money eventually reaches Latin American front groups to pay for political and propaganda activity.,,No
177-10002-10016,4,FOREIGN_GOVERNMENT_REACTIONS,6,Cuban diplomats allegedly paid for printing propaganda materials in countries with Cuban diplomatic missions,We have obtained photostats showing that Cuban diplomats paid for printing of front-group propaganda.,,No
177-10002-10016,5,FOREIGN_GOVERNMENT_REACTIONS,6,Document discusses Communist guerrilla activities in Latin America,"Communists have staged waves of bank robberies in Venezuela, Peru, and Argentina.",,No
177-10002-10016,6,COMMUNIST_ACTIVITIES,7,Document describes Communist activities involving criminal actions,"Communists--responsible for a wave of hold-ups, burglaries, and attacks on police posts designed to obtain funds, weapons, and explosives.",,No
176-10036-10173,1,DOCUMENT_METADATA,10,"CIA National Security Files related to Vietnam, dated 10/30/1963","National Security Files, Box 201: Vietnam,10/29/63-10/31/63, CIA Reports, Box 2",CIA,No
176-10036-10173,1,AGENCY_INVOLVEMENT,8,White House (WH) communication from Bundy to Lodge,"ORIGINATOR: WH, FROM: Bundy, TO: Lodge",,No
176-10036-10173,2,CIA_FBI_ACTIVITIES,7,"Detailed communication about covert operations, potentially related to 1960 coup attempt",We recognize heed to bear in mind generals' interpretation of U. S. role in 1960 coup attempt,CIA,No
176-10036-10173,2,FOREIGN_GOVERNMENT_REACTIONS,6,References to communications with agents in Saigon about political situation,While you are in Saigon you will be chief of country team in all circumstances,,No
176-10036-10173,3,CIA_FBI_ACTIVITIES,7,Detailed instructions for managing leadership during potential coup scenario,"If you have left and a coup occurs, we believe that emergency situation requires, pending your return, that direction of country team be vested in most senior officer with experience of military decisions",,No
176-10036-10173,3,INTERNAL_GOVT_COMMUNICATIONS,6,Strict communication and consultation protocols between key personnel,all instruction to Conein to be conducted in immediate consultation with Harkins and Smith so that all three know what is said to Conein,,No
104-10101-10239,1,DOCUMENT_METADATA,9,2025 Release under JFK Assassination Records Act of 1992,2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,,No
104-10101-10239,1,COMMUNICATION_DETAILS,7,Classified message with routing information,CLASSIFIED MESSAGE,,No
104-10101-10239,1,FOREIGN_GOVERNMENT_REACTIONS,6,Document discusses Soviet-related context involving African students in Moscow,"STUDENTS CARRIED PLACARDS 'STOP KILLING AFRICANS', SKULL AND CROSSBONES LABELED 'RUSSIAN FRIENDSHIP'",Soviet,No
104-10101-10239,1,FOREIGN_GOVERNMENT_REACTIONS,7,Document discusses Soviet diplomatic activities and long-range plans related to African states,"RECENT CONGO EXPULSION OF SOVIET DIPLOMATS AS ANOTHER FACET SOVIET LONG RANGE PLAN TO DUPE, EVER TAKEOVER, NAIVE AFRICAN STATES BY MEANS OF SUBVERSION, STUDENT INDOCTRINATION AND CONTROL, ECONOMIC AID WITH POLITICAL STRINGS",Soviet,No
104-10101-10239,1,SURVEILLANCE_RECORDS,6,Guidance to monitor student groups and activities,"WATCH STUDENT GROUPS FOR DEMONSTRATIONS, ARTICLES AND PUBLIC STATEMENTS... INTERVIEW TRAINED STUDENTS, GOVERNMENT OFFICIALS, EDUCATORS FOR REACTION",,No
104-10101-10239,1,COORDINATION_DOCUMENT,7,Appears to be an internal routing/coordination document listing multiple individuals,Coordinating,,No
104-10291-10009,1,INTERNAL_GOVT_COMMUNICATIONS,7,CIA New York Office memo dated 30 November 1959 requesting information on a commercial staff matter,"Commercial Staff has requested a Lge & Prodrtrict report on Maritime Unit, a New Commercial Section Member in Den, Jan 1956",CIA,No
104-10291-10009,1,ADMINISTRATIVE_RECORDS,7,"Document appears to be an administrative record for an organization, possibly related to international operations",ONE OF DIRECTOR ENRICO MANDEL-MANTELLO & ENRICO MANDEL-MANTELLO,,No
104-10291-10009,1,TRAVEL_FINANCIAL_RECORDS,6,Document shows address and capital information for an organization,CAPITAL - 1 RPT 1 MILLION FRENCH FRANCS,,No
104-10291-10009,1,ORGANIZATIONAL_LEADERSHIP,8,Lists organizational officers and leadership,"OFFICER - DR. FERENS NAGY, DR. FERENS NAGY, PRESIDENT",,No
104-10291-10009,1,INTERNAL_GOVT_COMMUNICATIONS,7,Routine interdepartmental communication about international trade,Pertaining to International Trade Center,,No
104-10291-10009,7,INTERNAL_GOVT_COMMUNICATIONS,7,"Interdepartmental memo from Chief, DCS-CI to Chief, Contact Division, dated 22 January 1960","Your memorandum dated 23 November 1959, DO/OO Case 31785",,No
104-10234-10102,1,CIA_FBI_ACTIVITIES,7,Secret dispatch discussing operational memo about AMTRUNK-9 and AMICE-14 intelligence assets,TRANSMITTAL DE COPY OF MEMO REGARDING AMTRUNK-9 INFIL WHICH ACTION RECORD PASSED TO ACS 19 JANUARY 1965,CIA,No
104-10234-10102,2,TRAVEL_FINANCIAL_RECORDS,7,Orozco discussing husband's travel plans and financial arrangements,CAS SOURCE ASKED MRS. OROZCO INTO WHAT AREA DID HER HUSBAND INTEND TO INFILTRATE CUBA,Cuba,No
104-10234-10102,2,FOREIGN_GOVERNMENT_REACTIONS,6,References to interactions with Cuba and potential infiltration activities,PLANNED TO GO INTO NORTHEASTERN MATANZAS PROVINCE TO THE MARTI AREA,Cuba,No
104-10234-10102,5,OSWALD_ASSOCIATIONS,7,References to a person named 'JORGE' who appears to work for or be connected to the Pentagon and intelligence activities,SUB-SOURCE THAT BOTH CRIZCNCO AND ''JORGE'' WORK FOR THE PENTAGON AND ALSO MENTION CRIZCNCO'S VISITS ON 8 AND 11 JANUARY,,No
104-10234-10102,5,FOREIGN_GOVERNMENT_REACTIONS,6,Discusses activities and interactions involving Cuba and Mexican government connections,MRS. OROZCO TOLD THIS SUB-SOURCE THAT SHE WAS GOING TO PUT PRESSURE UPON THEIR RESPECTIVE PENTAGON/GRIZONDO AND ''JORGE'',Cuba,No
124-90137-10355,1,CIA_FBI_ACTIVITIES,7,"FBI document related to CIA Liaison Material, classified as Secret",CIA LIAISON MATERIAL [Restricted],CIA|FBI,No
124-90137-10355,1,DOCUMENT_CLASSIFICATION,9,Document remains partially restricted with redactions,"Classification: Secret, Restrictions: 1B; 1C; 4, Current Status: Redact",,No
124-90137-10355,2,OSWALD_ASSOCIATIONS,6,"Document discusses Eduardo Espinosa y Prieto, a possible connection to communist workers",reveals that your active communist workers of Mexico City were not active,Mexico City,No
124-90137-10355,2,FOREIGN_GOVERNMENT_REACTIONS,7,Reference to Mexican Mission and intelligence significance,subject's bank draft to her Marine Mission to the United Nations a fact which tends to reduce the intelligence significance of this payment,,No
124-90137-10355,2,CIA_FBI_ACTIVITIES,8,CIA internal communication about investigating a potential communist network,"Based on information in the files of this Bureau, it appears inadvisable to include in your summary the bank drafts to active communist workers",CIA,No
104-10087-10054,1,ADMINISTRATIVE_PROCESS,7,Document details the CIA's 201 filing system for tracking individuals of interest,The 201 system provides a means for identifying subjects of 201 files from various categories of information about them and for producing lists of 201 personalities according to those categories.,CIA,No
104-10087-10054,1,SURVEILLANCE_RECORDS,6,System for maintaining detailed personal dossiers on individuals,The 201 Dossier: the official file containing the 201 opening form and all biographical reporting on and references to the individual,,No
104-10087-10054,43,DOCUMENT_TYPE,10,Secret CIA Clandestine Services Handbook on Personality Indexing,CLANDESTINE SERVICES HANDBOOK NO. 43-1-1,CIA,No
104-10087-10054,43,INTELLIGENCE_METHODOLOGY,8,Systematic approach to tracking personalities and assigning identification numbers,A relatively small proportion of the total number of personalities indexed by the CS are of active operational interest at any given point in time.,CIA,No
104-10087-10054,43,OPERATIONAL_SECRECY,9,Strict protocols for concealing identities in intelligence files,The 201 machine listings should include the identities of persons of operational interest because of their connection with a target group or organization,,No
104-10250-10199,1,CIA_FBI_ACTIVITIES,8,Document discusses a covert CIA employee undergoing sensitive assignment training,The Subject is a covert employee of this Agency now in the United States for four weeks training and being considered for Staff C/JCB in a highly sensitive assignment.,CIA,No
104-10250-10199,1,SURVEILLANCE_RECORDS,6,Detailed tracking of covert employee's status and potential future assignments,"The Subject is still a covert employee of this Agency, is now in the United States (New York City) on home leave, and is scheduled to report to Washington, D.C., to commence four weeks of covert training: 6 July 1951.",,No
104-10250-10199,2,OSWALD_ASSOCIATIONS,7,Ongoing surveillance and investigation of subject's potential communist activities,The people on this list are being contacted for use on a continuing basis in their specific cases rising in their particular area of knowledge.,,No
104-10250-10199,2,CIA_FBI_ACTIVITIES,8,Interagency communication about subject's potential future assignment,"The subject's use in the proposed Staff C project is still in the planning stage, but the assignment that the Subject is being considered for is a highly sensitive one",,No
104-10250-10199,2,FOREIGN_GOVERNMENT_REACTIONS,6,Immigration and naturalization inquiries about subject,Memorandum of 9 June 1951 requesting further information regarding their memorandum of 16 June 1951 on the Subject,,No
104-10250-10199,3,CIA_FBI_ACTIVITIES,7,Document discusses coordination between agencies regarding a subject's location and security status,Commissioner of Immigration and Naturalization has indicated in a conversation that INS had been able to locate the Subject's location,,No
104-10170-10015,1,ANSPELL_UNDERGROUND_ACTIVITIES,7,Document discusses underground activities and guerrilla warfare efforts in Cuba in November 1962,ANSPELL Underground Activities - November 1962,CIA|Cuba,No
104-10170-10015,1,CUBAN_RESISTANCE_FINANCING,8,Attachment B contains a detailed analysis of Cuban underground financing for October 1962,Attachment B is a report of underground financing for October 1962 and is the first detailed analysis of Cuban finances ever received by JMWAVE,CIA,No
104-10170-10015,1,INTELLIGENCE_COORDINATION,6,Document shows inter-agency communication about covert activities,"Forwarded under separate cover as Attachment A is a copy of the original, and translation of a letter from the National Coordination Committee of ANSPELL in Cuba dated 28 November 1962",Cuba,No
104-10170-10015,1,FOREIGN_GOVERNMENT_REACTIONS,6,"Document discusses Cuban guerrilla activities in Las Villas, Cuba","The DRE flag has now been raised in the Free Territory in Cuba. A small guerrilla (group) well supplied, is now representing us in the North Zone of Las Villas.",Cuba,No
124-10326-10103,1,DOCUMENT_METADATA,10,FBI document from 1965 related to JFK Assassination Records,2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,FBI,No
124-10326-10103,1,AGENCY_INFORMATION,8,FBI Headquarters document with secret classification,"AGENCY: FBI, RECORD SERIES: HQ, Classification: Secret",FBI,No
124-10326-10103,1,COMMUNICATION_CHAIN,7,Communication from Brennan to Sullivan,"FROM: BRENNAN, TO: SULLIVAN",FBI,No
124-10326-10103,2,CIA_FBI_ACTIVITIES,7,Document discusses Bureau Informant 100 and CIA liaison arrangements with Israeli Intelligence Service,"In 1954, a procedure was approved whereby we could attribute certain information received from James Angleton, CIA, under the symbol 'Bureau Informant 100.'",CIA,No
104-10308-10062,3,FOREIGN_GOVERNMENT_REACTIONS,6,Document relates to CIA operation involving infiltration into Cuba,The M/V ADA was enroute to Cuba during the remainder of 9 May 1964,CIA|Cuba,No
104-10308-10062,4,FOREIGN_GOVERNMENT_REACTIONS,6,Document discusses Cuban military and GOC (Cuban Government) officials' potential cooperation with Rebel Army exiles,"A-3 claims that these officials are willing to listen to the Rebel Army exiles, but do not intend to do anything positive with them unless they demonstrate their power by eliminating AMTHUG-1",,No
104-10308-10062,6,FOREIGN_GOVERNMENT_REACTIONS,6,Document discusses Cuban authorities' actions regarding individuals,Cuban authorities have picked up Armando BLANCO,,No
104-10308-10062,7,FOREIGN_GOVERNMENT_REACTIONS,6,Reference to KUBARK (CIA cryptonym) and potential Cuban-related activities,"definately acting out of desperation, and although he does not desire to burn all his KUBARK bridges behind him, he feels that he must since KUBARK will not permit him to undertake such activities while under our control",CIA|Cuba,No
124-90124-10092,1,DOCUMENT_METADATA,10,FBI document related to Mitchell Livingston Werbell,SUBJECTS: MITCHELL LIVINGSTON WERBELL,FBI,No
124-90124-10092,1,CLASSIFICATION_DETAILS,8,Classified as Secret document with restricted access,"CLASSIFICATION: Secret, RESTRICTIONS: 1B; 4",,No
124-90124-10092,1,DOCUMENT_TIMELINE,9,"Document dated July 16, 1965, with last review on September 12, 1998","DATE: 07/16/1965, DATE OF LAST REVIEW: 09/12/1998",,No
104-10290-10309,1,FOREIGN_GOVERNMENT_REACTIONS,7,Cuban individual with connections to Soviet submarine base construction and Che Guevara,"RECENTLY REPORTED BELIEF SOV CONSTRUCTING SUBMAR[INE] BASE IN CUBA, CAME TO MEXICO",Cuba|Soviet,No
104-10290-10309,1,TRAVEL_FINANCIAL_RECORDS,6,Subject traveled from Cuba to Mexico with interesting movement patterns,"CUBA ABOUT 1959 OR 1960 GOING FIRST TO BERMUDA, LATER TO MEXICO",Cuba,No
104-10290-10309,2,TRAVEL_FINANCIAL_RECORDS,7,"Subject planning to leave Cuba at end of year, appears dissatisfied","SUBJ. PLANNING TO LEAVE CUBA AT END OF YEAR, DISILLUSIONED",Cuba,No
104-10290-10309,2,FOREIGN_GOVERNMENT_REACTIONS,6,Subject connected to Cuban Communist leadership,"DIVORCED HMO HER OF EX-WIFE HAS RE-MARRIED TO JOAQUIN MIRABAL, COMMUNIST, FORMER 'CHIEF OF SECURITY SERVICE' HAVANA",,No
104-10186-10264,1,OSWALD_ASSOCIATIONS,7,"Document about Osvaldo Relova, a Cuban Intelligence officer with potential indirect connection to Oswald",A former Cuban IS officer who served with the Cuban Intelligence Service until April 1964,,No
104-10186-10264,1,TRAVEL_FINANCIAL_RECORDS,8,Detailed travel records for Osvaldo Relova,"An airline passenger manifest revealed that one Osvaldo RELOVA Pelicent, probably identical with the above Subject, left Mexico for Habana on 8 July 1963 and was the holder of Cuban passport number D/63/415",,No
104-10186-10264,1,FOREIGN_GOVERNMENT_REACTIONS,6,Cuban intelligence officer background information,"RELOVA, pseudonym 'Wilberto', is an officer of the Direccion General de Inteligencia (General Directorate of Intelligence - DGI) in Cuba",Cuba,No
104-10186-10264,2,OSWALD_ASSOCIATIONS,7,"Detailed information about Osvaldo RELOVA, a Cuban Embassy official connected to Oswald's activities","Osvaldo RELOVA, First Secretary of the Cuban Embassy in Canada, left Kingston for Toronto on 21 October 1963, on TCA flight number 885.",,No
104-10186-10264,2,TRAVEL_FINANCIAL_RECORDS,6,Details of Osvaldo RELOVA's travel and diplomatic movements,RELOVA was an administrator of a section of the Consolidated Hardware Stores and annexes. In late 1961 he went to see source to get help with an investigation on a Mr. BARRAL.,,No
104-10406-10139,1,DOCUMENT_CONTEXT,9,Secret classified document describing the 201 System for intelligence file management,The 201 system provides a method for identifying a person of specific interest to the Operations Directorate and for controlling and filing all pertinent information about that person.,CIA,No
104-10406-10139,1,INTELLIGENCE_METHODOLOGY,8,Detailed explanation of how intelligence files are indexed and maintained,"These are normally subjects of extensive reporting and CI investigation, prospective agents and sources, members of groups and organizations of continuing target interest",,No
104-10406-10139,45,DOCUMENT_TYPE,10,Secret Clandestine Services Handbook page,CLANDESTINE SERVICES HANDBOOK NO. 43-1-1,CIA,No
104-10406-10139,45,FILING_PROCEDURES,8,Guidance on maintaining personnel files,"Files on these may be kept in any desired order. Should such personalities become of general CS interest, they must be brought into the 201 system.",CIA,No
124-90139-10002,1,CIA_FBI_ACTIVITIES,7,FBI document related to CIA Liaison Material,SUBJECTS: CIA LIAISON MATERIAL,CIA|FBI,No
124-90139-10002,1,DOCUMENT_CLASSIFICATION,9,Highly classified document with restricted access,"CLASSIFICATION: Secret, RESTRICTIONS: 1B, CURRENT STATUS: Redat",,No
124-90139-10002,2,FOREIGN_GOVERNMENT_REACTIONS,7,Document discusses Cuban intelligence communications and a Cuban agent in Panama/Havana,subject is a high-ranking official in the [Cuban G-2 organization] in Havana,,No
124-90139-10002,2,CIA_FBI_ACTIVITIES,6,CIA developing surveillance and coverage of a suspect near Venezuelan-Colombian border,"CIA developed a suspect and instituted coverage. Recently, this individual transmitted a letter to Havana which communication was intercepted by CIA",CIA,No
104-10048-10252,1,SECURITY_CLASSIFICATION,10,Confidential security information document related to intelligence gathering,SECURITY INFORMATION - CONFIDENTIAL,,No
104-10048-10252,1,SOURCE_INFORMATION,8,Intelligence report from local detective working with National Police,The information in this report was obtained from a local detective who works for the National Police.,,No
104-10048-10252,1,GEOGRAPHICAL_DISTRIBUTION,7,Distribution list includes multiple locations,"Distribution: Washington - 4, Havana - 1, Guatemala (City) - 1, Caracas - 1, Quito - 1, Maracaibo - 1, Guayaquil - 1, Piura - 2",,No
104-10048-10252,1,FOREIGN_GOVERNMENT_REACTIONS,7,"Confidential report about delegations from Latin American countries (Venezuela, Guatemala, Cuba) at an international event in Berlin",Source reports that an informant in Paris has submitted information on the Local Police concerning delegates at the World Festival Mundial de la Juventud held in Berlin in August and September 1952,Cuba,No
104-10066-10010,1,FOREIGN_GOVERNMENT_REACTIONS,7,"U.S. House Select Committee investigating Kennedy and King assassinations seeking leads in Portugal, UK, and Mexico related to James Earl Ray","INTEND TO PURSUE LEADS IN PORTUGAL, UK AND MEXICO RELATING TO JAMES EARL RAY, CURRENTLY SERVING TIME FOR KING, MURDER.",,No
104-10066-10010,1,INTERNAL_GOVT_COMMUNICATIONS,6,Committee seeking to establish diplomatic relationships to aid investigation,"MR. G. ROBERT BLAKEY, CHIEF COUNSEL AND STAFF DIRECTOR OF COMMITTEE SAYS SELECT COMMITTEE TOLD STATE THAT HE WANTS TO ESTABLISH 'CORDIAL RELATIONSHIP' WITH APPROPRIATE PORTUGUESE NATIONAL POLICE",,No
104-10066-10010,2,INTERNAL_GOVT_COMMUNICATIONS,7,Secret-level communication discussing cooperation with Blakey and committee investigation,STATIONS ARE SOLICITED FOR ADVICE OR ASSISTANCE. RTACTION IS COOPERATING FULLY WITH BLAKEY AND COMMITTEE INCLUDING ALLOWING THEM ACCESS TO DIRECTORATE RECORDS,CIA,No
104-10066-10010,2,WITNESS_TESTIMONIES,6,Guidance on handling witness and police interviews,BELIEVE COMMITTEE'S EFFORTS TO INTERVIEW POLICE AND WITNESSES... IS LARGELY OVERT FUNCTION WHICH CAN BEST BE HANDLED BY LEGATS OR OTHERS,,No
104-10120-10373,1,CIA_FBI_ACTIVITIES,6,Internal memorandum discussing potential REDSKIN Agent Candidates and psychological assessment process,Proposal for A&E Assessment of Potential REDSKIN Agent Candidates,CIA,No
104-10120-10373,1,INTERNAL_GOVT_COMMUNICATIONS,7,Detailed interdepartmental communication about personnel screening and documentation,It was further ascertained at this time that Mr. Howard OSBORNE desired that all training and assessment of REDSKIN Agents who pass the initial screening be conducted,CIA,No
104-10120-10373,2,TRAINING_OPERATIONS,6,Document discusses plans for REESKIN Agents processing and training,"SR Division plans to process thirty or thirty-five REESKIN Agents this year. Time is, of course, of the essence, in view of the fact that these people will have to be assessed, security-cleared, briefed, and trained, and arrangements for grants made before the summer season.",,No
124-10326-10100,1,DOCUMENT_METADATA,10,"FBI document related to JFK assassination records, dated 04/30/1954",2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,FBI,No
124-10326-10100,1,DOCUMENT_CLASSIFICATION,8,Secret classification with redaction status,"CLASSIFICATION: Secret, RESTRICTIONS: 1B, CURRENT STATUS: Redact",,No
124-10326-10100,2,CIA_FBI_ACTIVITIES,7,CIA memo about James Angleton's handling of confidential information and potential agency jurisdictional issues,James Angleton of CIA frequently turns over to the Bureau on a highly confidential basis information which has been developed through operations headed by Angleton.,CIA,No
104-10092-10340,1,FOREIGN_GOVERNMENT_REACTIONS,7,Soviet intelligence connection mentioned with 'SOV FIRST SEC SERGEY SERGEYEVICH KONSTANTINOV',[SOV FIRST SEC SERGEY SERGEYEVICH KONSTANTINOV],Soviet,No
104-10092-10340,1,OSWALD_ASSOCIATIONS,6,Document suggests cautious handling of subject (likely Oswald) with focus on political stance and future potential,"NEUTRALIZE HIS PRIVILEGE TRAVEL ITS., NOR JEOPARDIZE POSITION HIS",,No
104-10092-10340,1,CIA_FBI_ACTIVITIES,7,Suggests careful bureaucratic approach to subject's potential future activities,ASKED WHETHER SHOULD CONTINUE (SEE SOUS WHO TENTATIVELY INVITED WITH PARTY NEAR FUTURE),,No
124-90137-10357,1,CIA_FBI_ACTIVITIES,7,CIA liaison document related to Henryk Ignacy Janikowski,ORIGINATOR: CENTRAL INTELLIGENCE AGENCY,CIA,No
124-90137-10357,1,DOCUMENT_CLASSIFICATION,9,Highly classified document with restricted access,"CLASSIFICATION: Secret, IB: 1C, CURRENT STATUS: Redact",,No
124-90137-10357,2,FOREIGN_GOVERNMENT_REACTIONS,6,Document relates to a Polish individual named Henryk Ignacy Janikowski with potential international connections,"POB: Wiele, Bydgoszcz, Poland",,No
104-10074-10413,1,SOURCE_INFORMATION,7,"Document about Jose Xavier Cortes Hernandez, involving a Jesuit priest named Father Manuel Perez Alonso","Father Manuel PEREZ Alonso, Jesuit and contact of CAS, was the source of Field comment not 2.",,No
104-10074-10413,1,FOREIGN_GOVERNMENT_REACTIONS,6,Document discusses Cuban diplomatic connections and activities,"Jose Xavier CORTES Hernandez who represents himself as a priest told Juan Antonio PORTUONDO Valdes, Cuban Ambassador to Mexico",,No
104-10074-10413,1,FOREIGN_GOVERNMENT_REACTIONS,7,Document discusses Cuban-Mexican diplomatic interactions related to political tensions,"Jose Xavier CORTES Hernandez... represents himself as a 'priest' told Jose Antonio PORTUGOIDO VALLOY, Cuban Ambassador to Mexico",,No
176-10038-10032,1,AGENCY_DOCUMENTATION,7,Department of State (DOS) document about Vietnam Task Force,Embtel 660 (Saigon) Re: Task Force on Vietnam,,No
176-10038-10032,3,CIA_FBI_ACTIVITIES,7,Document appears to be a secret memo discussing intelligence gathering and internal security services,RELATED INTERNAL SECURITY SERVICES TO INCLUDE: A. CONSOLIDATION OF CIVIL POLICE FUNCTIONS UNDER THE SECRETARY OF STATE; FOR INTERIOR.,,No
176-10038-10032,3,INTELLIGENCE_OPERATIONS,6,Discusses intelligence and communist party penetration training,PROVISION OF INTELLIGENCE AND COMMUNIST PARTY PENETRATION TRAINING TO VIETNAMESE OFFICER PERSONNEL OF NEW SPECIAL BRANCH,,No
